registro_id,tipo,titulo,autores,ano,instituicao,curso,veiculo,resumo,palavras_chaves,natureza,financiadores,texto_completo,resumo_processado,nome_topico,orientador
58,TCC,Avaliação da influência do ácido indolbutirico (AIB) na germinação in vitro de mangaba do Cerrado (Harconia speciosa GOMES) subespécie gardneri.,Raissa Rodrigues Canedo,2014,IFGOIANO,Tecnologia Da Gestão Ambiental,,Orientadora: Drª Muza do Carmo Vieira.&#10;Co-orientadora: Janaína Borges de Azevedo França.,,,,Avaliação da influência do ácido indolbutirico (AIB) na germinação in vitro de mangaba do Cerrado (Harconia speciosa GOMES) subespécie gardneri. Orientadora: Drª Muza do Carmo Vieira. Co-orientadora: Janaína Borges de Azevedo França. Tecnologia Da Gestão Ambiental,influencia acido indolbutirico aib germinacao vitro mangaba cerrado harconia speciosa gomes subespecie gardneri orientadora dra muza carmo vieira orientadora janaina borges azevedo franca tecnologia gestao ambiental,"Tópico 19: Gestao, Ambiental, Turismo",Janaina Borges De Azevedo França
59,TCC,A importância do conto de fada na formação da criança,Cleiciane Dos Santos Rego Cunha,2022,IFGOIANO,Pedagogia,,,,,,A importância do conto de fada na formação da criança Pedagogia,importancia conto fada crianca pedagogia,"Tópico 2: Matematica, Aprendizagem, Quimica",Bruno Silva De Oliveira
60,TCC,O ensino de substantivos a partir de Emília no país da Gramática: uma proposta didática,Edelcina Rosa Da Silva,2022,IFGOIANO,Pedagogia,,,,,,O ensino de substantivos a partir de Emília no país da Gramática: uma proposta didática Pedagogia,substantivos emilia pais gramatica didatica pedagogia,"Tópico 2: Matematica, Aprendizagem, Quimica",Bruno Silva De Oliveira
61,TCC,Análise da narrativa Chapeuzinho Amarelo,Ivone Alves De Sousa Sirqueira,2022,IFGOIANO,Pedagogia,,,,,,Análise da narrativa Chapeuzinho Amarelo Pedagogia,narrativa chapeuzinho amarelo pedagogia,"Tópico 2: Matematica, Aprendizagem, Quimica",Bruno Silva De Oliveira
62,TCC,As contribuições do conto de fadas,Izabella De Jesus Silva,2022,IFGOIANO,Pedagogia,,,,,,As contribuições do conto de fadas Pedagogia,conto fadas pedagogia,"Tópico 2: Matematica, Aprendizagem, Quimica",Bruno Silva De Oliveira
63,TCC,A composição da personagem Tia Anastácia na obra de Monteiro Lobato,Leandro Da Silva Rosa,2022,IFGOIANO,Pedagogia,,,,,,A composição da personagem Tia Anastácia na obra de Monteiro Lobato Pedagogia,composicao personagem tia anastacia obra monteiro lobato pedagogia,"Tópico 17: None, None none, Lingua",Bruno Silva De Oliveira
64,TCC,O cabelo de Lelê: uma análise da representação identitária nas obras de Literatura Infantil,Neurane Joaquim De Sousa,2022,IFGOIANO,Pedagogia,,,,,,O cabelo de Lelê: uma análise da representação identitária nas obras de Literatura Infantil Pedagogia,cabelo lele identitaria obras literatura infantil pedagogia,"Tópico 17: None, None none, Lingua",Bruno Silva De Oliveira
65,TCC,As representações da bruxa em As memórias da bruxa Onilda,Gisley Carla Borba S. Pereira,2022,IFGOIANO,Pedagogia,,,,,,As representações da bruxa em As memórias da bruxa Onilda Pedagogia,representacoes bruxa memorias bruxa onilda pedagogia,"Tópico 7: Revista, Estudos, Mulheres",Bruno Silva De Oliveira
66,TCC,A importância de se trabalhar contos de fadas em sala de aula: um olhar sobre,Raquel Neves De Souza,2022,IFGOIANO,Pedagogia,,,,,,A importância de se trabalhar contos de fadas em sala de aula: um olhar sobre Pedagogia,importancia trabalhar contos fadas sala aula olhar pedagogia,"Tópico 2: Matematica, Aprendizagem, Quimica",Bruno Silva De Oliveira
67,TCC,"A importância do ensino de fábulas para alunos do 3° ano: uma proposta com a obra Fábulas, de Monteiro Lobato",Alexsandra Vieira De Faria,2023,IFGOIANO,Pedagogia,,,,,,"A importância do ensino de fábulas para alunos do 3° ano: uma proposta com a obra Fábulas, de Monteiro Lobato Pedagogia",importancia fabulas deg obra fabulas monteiro lobato pedagogia,"Tópico 2: Matematica, Aprendizagem, Quimica",Bruno Silva De Oliveira
68,TCC,O uso do conto ?O patinho feio? como estratégia de combate ao estabelecimento de padrões comportamentais geradores do complexo de beleza,Luziene Aparecida Da Cunha Silva,2022,IFGOIANO,Pedagogia,,,,,,O uso do conto ?O patinho feio? como estratégia de combate ao estabelecimento de padrões comportamentais geradores do complexo de beleza Pedagogia,conto patinho feio combate estabelecimento padroes comportamentais geradores complexo beleza pedagogia,"Tópico 5: Saude, Vida, Qualidade",Bruno Silva De Oliveira
69,TCC,O impacto do uso de narrativas intertextuais na sala de aula de educação infantil,Maria Felícia Neres Dos Santos,2022,IFGOIANO,Licenciatura Em Pedagogia E Educação Profissional E Tecnológica,,,,,,O impacto do uso de narrativas intertextuais na sala de aula de educação infantil Licenciatura Em Pedagogia E Educação Profissional E Tecnológica,impacto narrativas intertextuais sala aula infantil pedagogia tecnologica,"Tópico 2: Matematica, Aprendizagem, Quimica",Bruno Silva De Oliveira
70,TCC,Inclusão de Crianças com TDAH na Alfabetização: didática inclusiva com a Literatura,Késia Daizy Marques Costa Barbosa,2022,IFGOIANO,Pedagogia,,,,,,Inclusão de Crianças com TDAH na Alfabetização: didática inclusiva com a Literatura Pedagogia,inclusao tdah alfabetizacao didatica inclusiva literatura pedagogia,"Tópico 2: Matematica, Aprendizagem, Quimica",Bruno Silva De Oliveira
71,TCC,Contribuições da Musicalização na Educação Infantil para o Desenvolvimento Sócio Afetivo das Crianças,Kelly Aparecida Emilio Julião,2021,IFGOIANO,Pedagogia Ead,,,"educação, educação infantil, musicalização, ",,,"Contribuições da Musicalização na Educação Infantil para o Desenvolvimento Sócio Afetivo das Crianças educação, educação infantil, musicalização, Pedagogia Ead",musicalizacao infantil desenvolvimento socio afetivo infantil musicalizacao pedagogia ead,"Tópico 4: Development, Agroecologia, Plantas",Mariana Lucas Mendes
72,TCC,O papel da ANA - Avaliação Nacional da Alfabetização no processo de ensino aprendizagem da leitura,Priscila Polianna Prado Ribeiro,2021,IFGOIANO,Pedagogia Ead,,,"alfabetização, avaliação, ANA, ",,,"O papel da ANA - Avaliação Nacional da Alfabetização no processo de ensino aprendizagem da leitura alfabetização, avaliação, ANA, Pedagogia Ead",papel ana nacional alfabetizacao aprendizagem leitura alfabetizacao ana pedagogia ead,"Tópico 2: Matematica, Aprendizagem, Quimica",Mariana Lucas Mendes
73,TCC,Autismo infantil e a inclusão na escola nas primeiras décadas do século XXI,Divina Eleuza Assunção Peixoto,2022,IFGOIANO,Pedagogia Ead,,,"educação, Inclusão, autismo, ",,,"Autismo infantil e a inclusão na escola nas primeiras décadas do século XXI educação, Inclusão, autismo, Pedagogia Ead",autismo infantil inclusao escola primeiras decadas seculo xxi inclusao autismo pedagogia ead,"Tópico 7: Revista, Estudos, Mulheres",Mariana Lucas Mendes
74,TCC,Contação de histórias e o despertar para literatura infantil,Marinalva Pinheiro Correia De Fátima,2021,IFGOIANO,Pedagogia Ead,,,"educação, educação infantil, literatura infantil, ",,,"Contação de histórias e o despertar para literatura infantil educação, educação infantil, literatura infantil, Pedagogia Ead",contacao historias despertar literatura infantil infantil literatura infantil pedagogia ead,"Tópico 2: Matematica, Aprendizagem, Quimica",Mariana Lucas Mendes
75,TCC,A importância dos jogos e brincadeiras no desenvolvimento da coordenação motora,Josy Kelly Pinheiro Correia,2021,IFGOIANO,Pedagogia Ead,,,"educação infantil, brincadeiras, jogos, ",,,"A importância dos jogos e brincadeiras no desenvolvimento da coordenação motora educação infantil, brincadeiras, jogos, Pedagogia Ead",importancia jogos brincadeiras desenvolvimento coordenacao motora infantil brincadeiras jogos pedagogia ead,"Tópico 2: Matematica, Aprendizagem, Quimica",Mariana Lucas Mendes
76,TCC,"Do ensino presencial ao remoto: o processo de adaptação da Rede Municipal em Novo Planalto, Goiás durante a pandemia de COVID-19",Cristiane Oliveira Dos Santos,2021,IFGOIANO,Pedagogia Ead,,,"pandemia, educação, ensino remoto, ",,,"Do ensino presencial ao remoto: o processo de adaptação da Rede Municipal em Novo Planalto, Goiás durante a pandemia de COVID-19 pandemia, educação, ensino remoto, Pedagogia Ead",presencial remoto adaptacao rede planalto pandemia covid pandemia remoto pedagogia ead,"Tópico 11: Fisica, Programa, Pandemia",Mariana Lucas Mendes
77,TCC,O brincar na educação infantil,Deisy Terezinha Batista,2021,IFGOIANO,Pedagogia Ead,,,"educação, brincadeiras, educação infantil, ",,,"O brincar na educação infantil educação, brincadeiras, educação infantil, Pedagogia Ead",brincar infantil brincadeiras infantil pedagogia ead,"Tópico 2: Matematica, Aprendizagem, Quimica",Mariana Lucas Mendes
78,TCC,Os benefícios da utilização da música na educação infantil,Terezinha De Jesus Campos Franco,2022,IFGOIANO,Pedagogia Ead,,,"educação infantil, musicalização, educação, ",,,"Os benefícios da utilização da música na educação infantil educação infantil, musicalização, educação, Pedagogia Ead",beneficios musica infantil infantil musicalizacao pedagogia ead,"Tópico 2: Matematica, Aprendizagem, Quimica",Mariana Lucas Mendes
79,TCC,A utilização das TICs como ferramenta pedagógica durante o contexto da pandemia do coronavírus,Janaina Alves Teixeira,2022,IFGOIANO,Pedagogia Ead,,,"educação, ensino remoto, pandemia, TICs, ",,,"A utilização das TICs como ferramenta pedagógica durante o contexto da pandemia do coronavírus educação, ensino remoto, pandemia, TICs, Pedagogia Ead",tics pandemia coronavirus remoto pandemia tics pedagogia ead,"Tópico 11: Fisica, Programa, Pandemia",Mariana Lucas Mendes
80,TCC,A Evolução da LDB entre o Período de 1996 até 2020 para inclusão das minorias,Uyara Ribeiro Da Silva,2022,IFGOIANO,Pedagogia Ead,,,"educação, LDB, Inclusão, ",,,"A Evolução da LDB entre o Período de 1996 até 2020 para inclusão das minorias educação, LDB, Inclusão, Pedagogia Ead",evolucao ldb ate inclusao minorias ldb inclusao pedagogia ead,"Tópico 7: Revista, Estudos, Mulheres",Mariana Lucas Mendes
81,TCC,QUALIDADE PÓS-COLHEITA DE TOMATE INDUSTRIAL EM FUNÇÃO DO MANEJO DE IRRIGAÇÃO,Lucas Sampaio,2016,IFGOIANO,Agronomia,,,,,,QUALIDADE PÓS-COLHEITA DE TOMATE INDUSTRIAL EM FUNÇÃO DO MANEJO DE IRRIGAÇÃO Agronomia,qualidade pos colheita tomate industrial manejo irrigacao agronomia,"Tópico 0: Producao, Alimentos, Produtos",Clarice Aparecida Megguer
82,TCC,QUALIDADE FÍSICO-QUÍMICA DA RÚCULA EM FUNÇÃO DO HORÁRIO DE COLHEITA,Nathallya Martins Trindade,2016,IFGOIANO,Agronomia,,,,,,QUALIDADE FÍSICO-QUÍMICA DA RÚCULA EM FUNÇÃO DO HORÁRIO DE COLHEITA Agronomia,qualidade fisico quimica rucula horario colheita agronomia,"Tópico 0: Producao, Alimentos, Produtos",Clarice Aparecida Megguer
83,TCC,EFEITO DO PRÉ-RESFRIAMENTO NO COMPORTAMENTO PÓS-COLHEITA DE FOLHAS DE RÚCULA,Tássio Rodrigues Paula,2016,IFGOIANO,Agronomia,,,,,,EFEITO DO PRÉ-RESFRIAMENTO NO COMPORTAMENTO PÓS-COLHEITA DE FOLHAS DE RÚCULA Agronomia,efeito pre resfriamento comportamento pos colheita folhas rucula agronomia,"Tópico 15: Plantas, Biologicas, Cultura",Clarice Aparecida Megguer
84,TCC,Respota ao condicionamento osmótico de sementes de Annona crassiflora Mart.,Leandro Vinícius Dutra E Silva,2017,IFGOIANO,Agronomia,,,,,,Respota ao condicionamento osmótico de sementes de Annona crassiflora Mart. Agronomia,respota condicionamento osmotico sementes annona crassiflora mart agronomia,"Tópico 8: Producao, Sementes, Animais",Clarice Aparecida Megguer
85,TCC,Qualidade Pós-Colheita de Batata em resposta a temperatura de imersão,Heitor Da Silva Silveira,2016,IFGOIANO,Agronomia,,,,,,Qualidade Pós-Colheita de Batata em resposta a temperatura de imersão Agronomia,qualidade pos colheita batata resposta temperatura imersao agronomia,"Tópico 0: Producao, Alimentos, Produtos",Clarice Aparecida Megguer
86,TCC,Qualidade pós-colheita de frutos de jiló submetidos a revestimento comestível,Yasmin De Souza Prado,2016,IFGOIANO,Agronomia,,,,,,Qualidade pós-colheita de frutos de jiló submetidos a revestimento comestível Agronomia,qualidade pos colheita frutos jilo submetidos revestimento comestivel agronomia,"Tópico 0: Producao, Alimentos, Produtos",Clarice Aparecida Megguer
87,TCC,O controle da biosíntese do etileno em pré-colheita pode reduzir perdas e melhorar a qualidade do tomate para processamento industrial?,João Antonio Silva Neto,2016,IFGOIANO,Agronomia,,,,,,O controle da biosíntese do etileno em pré-colheita pode reduzir perdas e melhorar a qualidade do tomate para processamento industrial? Agronomia,biosintese etileno pre colheita pode reduzir perdas melhorar qualidade tomate processamento industrial agronomia,"Tópico 0: Producao, Alimentos, Produtos",Clarice Aparecida Megguer
88,TCC,Qualidade visual e características físico-químicas em tubérculos de batata tratados com peróxido de hidrogênio.,Rhayf Eduardo Rodrigues,2017,IFGOIANO,Agronomia,,,,,,Qualidade visual e características físico-químicas em tubérculos de batata tratados com peróxido de hidrogênio. Agronomia,qualidade visual caracteristicas fisico quimicas tuberculos batata tratados peroxido hidrogenio agronomia,"Tópico 0: Producao, Alimentos, Produtos",Clarice Aparecida Megguer
89,TCC,Anatomia foliar de ora-pro-nóbis cultivado sob tela fotosseletiva,Jéssica Oliveira Paula,2018,IFGOIANO,Agronomia,,,,,,Anatomia foliar de ora-pro-nóbis cultivado sob tela fotosseletiva Agronomia,anatomia foliar ora pro nobis cultivado tela fotosseletiva agronomia,"Tópico 15: Plantas, Biologicas, Cultura",Clarice Aparecida Megguer
90,TCC,Ajuste de metodologia para extração de pigmentos em folhas de caruru e ora-pro-nóbis,Tuane Silva Oliveira,2018,IFGOIANO,Agronomia,,,,,,Ajuste de metodologia para extração de pigmentos em folhas de caruru e ora-pro-nóbis Agronomia,ajuste extracao pigmentos folhas caruru ora pro nobis agronomia,"Tópico 15: Plantas, Biologicas, Cultura",Clarice Aparecida Megguer
91,TCC,EXTRAÇÃO DE PIGMENTOS CLOROPLASTÍDICOS EM TOMATEIRO: AJUSTE DE METODOLOGIA,Raphael Alves Ferreira,2018,IFGOIANO,Agronomia,,,,,,EXTRAÇÃO DE PIGMENTOS CLOROPLASTÍDICOS EM TOMATEIRO: AJUSTE DE METODOLOGIA Agronomia,extracao pigmentos cloroplastidicos tomateiro ajuste agronomia,"Tópico 15: Plantas, Biologicas, Cultura",Clarice Aparecida Megguer
92,TCC,CARACTERÍSTICAS DA SILAGEM DE CANA-DE-AÇÚCAR COM ADIÇÃO DE ORA-PRO-NÓBIS,Clarissa Alves De Almeida,2019,IFGOIANO,Zootecnia,,,,,,CARACTERÍSTICAS DA SILAGEM DE CANA-DE-AÇÚCAR COM ADIÇÃO DE ORA-PRO-NÓBIS Zootecnia,caracteristicas silagem cana acucar adicao ora pro nobis zootecnia,"Tópico 8: Producao, Sementes, Animais",Clarice Aparecida Megguer
93,TCC,QUALIDADE VISUAL E PRODUÇÃO DE TOMATE PARA PROCESSAMENTO INDUSTRIAL PULVERIZADOS COM  CITOCININA,Bruno Marques Melo,2018,IFGOIANO,Agronomia,,,,,,QUALIDADE VISUAL E PRODUÇÃO DE TOMATE PARA PROCESSAMENTO INDUSTRIAL PULVERIZADOS COM CITOCININA Agronomia,qualidade visual producao tomate processamento industrial pulverizados citocinina agronomia,"Tópico 0: Producao, Alimentos, Produtos",Clarice Aparecida Megguer
94,TCC,CARACTERÍSTICAS FÍSICO-QUÍMICAS DE FRUTOS DE TOMATE PARA PROCESSAMENTO INDUSTRIAL EM RESPOSTA A CITOCININA,Eduardo Henrique Rodrigues Dos Santos,2018,IFGOIANO,Agronomia,,,,,,CARACTERÍSTICAS FÍSICO-QUÍMICAS DE FRUTOS DE TOMATE PARA PROCESSAMENTO INDUSTRIAL EM RESPOSTA A CITOCININA Agronomia,caracteristicas fisico quimicas frutos tomate processamento industrial resposta citocinina agronomia,"Tópico 0: Producao, Alimentos, Produtos",Clarice Aparecida Megguer
95,TCC,CONTROLE DE BROTAÇÃO EM BATATA COM UTILIZAÇÃO DE MENTOL,Yuri Faleiro Santa Brígida,2019,IFGOIANO,Agronomia,,,,,,CONTROLE DE BROTAÇÃO EM BATATA COM UTILIZAÇÃO DE MENTOL Agronomia,brotacao batata mentol agronomia,"Tópico 15: Plantas, Biologicas, Cultura",Clarice Aparecida Megguer
96,TCC,Ajuste de metodologia para extração de pigmentos em folhas de repolho e brócolis,Rafaela Caroline Silva,2019,IFGOIANO,Agronomia,,,,,,Ajuste de metodologia para extração de pigmentos em folhas de repolho e brócolis Agronomia,ajuste extracao pigmentos folhas repolho brocolis agronomia,"Tópico 15: Plantas, Biologicas, Cultura",Clarice Aparecida Megguer
97,TCC,Caracterização fisiológica de diferentes clones de aucalipto em sistema de integração lavoura-pecuária-floresta,Victor Furtado De Faria,2019,IFGOIANO,Agronomia,,,,,,Caracterização fisiológica de diferentes clones de aucalipto em sistema de integração lavoura-pecuária-floresta Agronomia,caracterizacao fisiologica clones aucalipto integracao lavoura pecuaria floresta agronomia,"Tópico 8: Producao, Sementes, Animais",Clarice Aparecida Megguer
98,TCC,Compostos fenólicos em diferentes clones de eucalipto,Welershon José De Castro,2021,IFGOIANO,Agronomia,,,,,,Compostos fenólicos em diferentes clones de eucalipto Agronomia,compostos fenolicos clones eucalipto agronomia,"Tópico 15: Plantas, Biologicas, Cultura",Clarice Aparecida Megguer
99,TCC,Ajuste de metodologia para extração pigmentos cloroplastídicos em folhas de salsa,Jamille Zahia Mohana Zayat,2020,IFGOIANO,Agronomia,,,,,,Ajuste de metodologia para extração pigmentos cloroplastídicos em folhas de salsa Agronomia,ajuste extracao pigmentos cloroplastidicos folhas salsa agronomia,"Tópico 15: Plantas, Biologicas, Cultura",Clarice Aparecida Megguer
100,TCC,Software para determinação da coloração de produtos hortícolas,Wallace Veríssimo Nascimento,2020,IFGOIANO,Agronomia,,,,,,Software para determinação da coloração de produtos hortícolas Agronomia,software determinacao coloracao produtos horticolas agronomia,"Tópico 15: Plantas, Biologicas, Cultura",Clarice Aparecida Megguer
1,Artigo,POLÍTICAS PÚBLICAS DE EDUCAÇÃO PROFISSIONAL E A INSERÇÃO DE EGRESSOS NO MERCADO DE TRABALHO,Érika Lemes De Andrade,2017,IFGOIANO,,TRABALHO & EDUCAÇÃO (UFMG),,"Cursos Técnicos, Qualificação profissional, Desenvolvimento Regional, ",,,"POLÍTICAS PÚBLICAS DE EDUCAÇÃO PROFISSIONAL E A INSERÇÃO DE EGRESSOS NO MERCADO DE TRABALHO TRABALHO & EDUCAÇÃO (UFMG) Cursos Técnicos, Qualificação profissional, Desenvolvimento Regional,",politicas publicas insercao egressos mercado ufmg tecnicos qualificacao desenvolvimento regional,"Tópico 16: Desenvolvimento, Tecnologia, Inovacao",
